Date,Title,Artist,Peak_Position,Last_Position,Weeks_on_Chart,Rank_in_Chart,New_on_Chart
2017-07-26,Bank Account,21 Savage,33,0,0,33,True
2017-07-26,Slippery,Migos Featuring Gucci Mane,29,29,16,34,False
2017-07-26,4:44,JAY-Z,35,0,0,35,True
2017-07-26,Everyday We Lit,YFN Lucci Featuring PnB Rock,35,35,14,36,False
2017-07-26,Closer,The Chainsmokers Featuring Halsey,1,36,50,37,False
2017-07-26,In Case You Didn't Know,Brett Young,19,37,23,38,False
2017-07-26,iSpy,KYLE Featuring Lil Yachty,4,34,29,39,False
2017-07-26,Rolex,Ayo & Teo,20,33,22,40,False
2017-07-26,Craving You,Thomas Rhett Featuring Maren Morris,39,39,15,41,False
2017-07-26,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,39,41,15,42,False
2017-07-26,Bad And Boujee,Migos Featuring Lil Uzi Vert,1,38,35,43,False
2017-07-26,My Girl,Dylan Scott,43,43,12,44,False
2017-07-26,Slide,Calvin Harris Featuring Frank Ocean & Migos,25,32,20,45,False
2017-07-26,DNA.,Kendrick Lamar,4,42,13,46,False
2017-07-26,Bam,"JAY-Z Featuring Damian ""Jr. Gong"" Marely",47,0,0,47,True
2017-07-26,24K Magic,Bruno Mars,4,40,40,48,False
2017-07-26,Felices Los 4,Maluma,49,61,9,49,False
2017-07-26,Hurricane,Luke Combs,31,46,22,50,False
2017-07-26,Family Feud,JAY-Z Featuring Beyonce,51,0,0,51,True
2017-07-26,Sorry Not Sorry,Demi Lovato,52,0,0,52,True
2017-07-26,Mi Gente,J Balvin & Willy William Featuring Beyonce,53,70,2,53,False
2017-07-26,Small Town Boy,Dustin Lynch,54,60,6,54,False
2017-07-26,Kill Jay Z,JAY-Z,55,0,0,55,True
2017-07-26,Smile,JAY-Z Featuring Gloria Carter,56,0,0,56,True
2017-07-26,Versace On The Floor,Bruno Mars,56,56,5,57,False
2017-07-26,Do I Make You Wanna,Billy Currington,58,62,5,58,False
2017-07-26,First Day Out,Tee Grizzley,48,49,15,59,False
2017-07-26,Drinkin' Problem,Midland,58,58,10,60,False
2017-07-26,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,47,64,11,61,False
2017-07-26,Love Galore,SZA Featuring Travis Scott,62,71,5,62,False
2017-07-26,Caught Their Eyes,JAY-Z Featuring Frank Ocean,63,0,0,63,True
2017-07-26,It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",58,63,5,64,False
2017-07-26,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,29,44,17,65,False
2017-07-26,Most Girls,Hailee Steinfeld,66,92,8,66,False
2017-07-26,Passionfruit,Drake,8,51,17,67,False
2017-07-26,Rake It Up,Yo Gotti Featuring Nicki Minaj,68,78,2,68,False
2017-07-26,"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,46,52,16,69,False
2017-07-26,Thunder,Imagine Dragons,54,59,11,70,False
2017-07-26,Crying In The Club,Camila Cabello,47,53,8,71,False
2017-07-26,Escapate Conmigo,Wisin Featuring Ozuna,72,84,5,72,False
2017-07-26,No Such Thing As A Broken Heart,Old Dominion,73,74,7,73,False
2017-07-26,Loyalty.,Kendrick Lamar Featuring Rihanna,14,72,13,74,False
2017-07-26,Flatliner,Cole Swindell,67,67,12,75,False
2017-07-26,4 AM,2 Chainz Featuring Travis Scott,55,65,6,76,False
2017-07-26,Privacy,Chris Brown,62,66,11,77,False
2017-07-26,Bodak Yellow (Money Moves),Cardi B,78,85,2,78,False
2017-07-26,Every Time I Hear That Song,Blake Shelton,56,57,10,79,False
2017-07-26,Feel It Still,Portugal. The Man,80,81,4,80,False
2017-07-26,Yours If You Want It,Rascal Flatts,75,75,8,81,False
2017-07-26,Love.,Kendrick Lamar Featuring Zacari,18,69,13,82,False
2017-07-26,Signs,Drake,36,54,3,83,False
2017-07-26,The Cure,Lady Gaga,39,50,13,84,False
2017-07-26,What Ifs,Kane Brown Featuring Lauren Alaina,79,79,5,85,False
2017-07-26,Moonlight,JAY-Z,86,0,0,86,True
2017-07-26,You Look Good,Lady Antebellum,59,68,14,87,False
2017-07-26,No Promises,Cheat Codes Featuring Demi Lovato,74,82,9,88,False
2017-07-26,Glorious,Macklemore Featuring Skylar Grey,89,0,0,89,True
2017-07-26,Marcy Me,JAY-Z,90,0,0,90,True
2017-07-26,Get Low,Zedd & Liam Payne,91,0,0,91,True
2017-07-26,Fetish,Selena Gomez Featuring Gucci Mane,92,0,0,92,True
2017-07-26,Somebody Else Will,Justin Moore,83,83,6,93,False
2017-07-26,Famous,21 Savage,94,0,0,94,True
2017-07-26,Weak,AJR,73,80,10,95,False
2017-07-26,Heartache On The Dance Floor,Jon Pardi,89,89,2,96,False
2017-07-26,Butterfly Effect,Travis Scott,81,93,7,97,False
2017-07-26,Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy,94,98,3,98,False
2017-07-26,Reminder,The Weeknd,31,91,10,99,False
2017-08-02,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1,1,27,1,False
2017-08-02,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,2,2,5,2,False
2017-08-02,That's What I Like,Bruno Mars,1,4,27,3,False
2017-08-02,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",1,3,12,4,False
2017-08-02,Unforgettable,French Montana Featuring Swae Lee,5,9,15,5,False
2017-08-02,Shape Of You,Ed Sheeran,1,5,28,6,False
2017-08-02,Believer,Imagine Dragons,6,7,24,7,False
2017-08-02,There's Nothing Holdin' Me Back,Shawn Mendes,8,8,13,8,False
2017-08-02,Body Like A Back Road,Sam Hunt,6,10,25,9,False
2017-08-02,Attention,Charlie Puth,10,13,13,10,False
2017-08-02,Humble.,Kendrick Lamar,1,6,16,11,False
2017-08-02,Congratulations,Post Malone Featuring Quavo,8,11,30,12,False
2017-08-02,Redbone,Childish Gambino,13,14,33,13,False
2017-08-02,Stay,Zedd & Alessia Cara,7,12,21,14,False
2017-08-02,Something Just Like This,The Chainsmokers & Coldplay,3,15,22,15,False
2017-08-02,XO TOUR Llif3,Lil Uzi Vert,7,16,17,16,False
2017-08-02,Now Or Never,Halsey,17,17,15,17,False
2017-08-02,Mask Off,Future,5,18,22,18,False
2017-08-02,Slow Hands,Niall Horan,19,19,12,19,False
2017-08-02,Say You Won't Let Go,James Arthur,11,21,39,20,False
2017-08-02,It Ain't Me,Kygo x Selena Gomez,10,22,23,21,False
2017-08-02,Castle On The Hill,Ed Sheeran,6,24,28,22,False
2017-08-02,Sorry Not Sorry,Demi Lovato,23,52,2,23,False
2017-08-02,Location,Khalid,16,26,28,24,False
2017-08-02,Strip That Down,Liam Payne Featuring Quavo,25,28,9,25,False
2017-08-02,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",26,30,5,26,False
2017-08-02,Fetish,Selena Gomez Featuring Gucci Mane,27,92,2,27,False
2017-08-02,Issues,Julia Michaels,11,20,26,28,False
2017-08-02,Magnolia,Playboi Carti,29,29,12,29,False
2017-08-02,Bad Liar,Selena Gomez,20,27,10,30,False
2017-08-02,Malibu,Miley Cyrus,10,31,11,31,False
2017-08-02,2U,David Guetta Featuring Justin Bieber,16,32,6,32,False
2017-08-02,Everyday We Lit,YFN Lucci Featuring PnB Rock,33,36,15,33,False
2017-08-02,Bank Account,21 Savage,33,33,2,34,False
2017-08-02,Slippery,Migos Featuring Gucci Mane,29,34,17,35,False
2017-08-02,Closer,The Chainsmokers Featuring Halsey,1,37,51,36,False
2017-08-02,In Case You Didn't Know,Brett Young,19,38,24,37,False
2017-08-02,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,38,42,16,38,False
2017-08-02,My Girl,Dylan Scott,39,44,13,39,False
2017-08-02,Praying,Kesha,25,25,2,40,False
2017-08-02,Rake It Up,Yo Gotti Featuring Nicki Minaj,41,68,3,41,False
2017-08-02,Mi Gente,J Balvin & Willy William Featuring Beyonce,42,53,3,42,False
2017-08-02,Rolex,Ayo & Teo,20,40,23,43,False
2017-08-02,Craving You,Thomas Rhett Featuring Maren Morris,39,41,16,44,False
2017-08-02,Bad And Boujee,Migos Featuring Lil Uzi Vert,1,43,36,45,False
2017-08-02,iSpy,KYLE Featuring Lil Yachty,4,39,30,46,False
2017-08-02,Versace On The Floor,Bruno Mars,47,57,6,47,False
2017-08-02,Felices Los 4,Maluma,48,49,10,48,False
2017-08-02,Bodak Yellow (Money Moves),Cardi B,49,78,3,49,False
2017-08-02,24K Magic,Bruno Mars,4,48,41,50,False
2017-08-02,DNA.,Kendrick Lamar,4,46,14,51,False
2017-08-02,Small Town Boy,Dustin Lynch,52,54,7,52,False
2017-08-02,Love Galore,SZA Featuring Travis Scott,53,62,6,53,False
2017-08-02,Drinkin' Problem,Midland,54,60,11,54,False
2017-08-02,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,47,61,12,55,False
2017-08-02,It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",56,64,6,56,False
2017-08-02,Do I Make You Wanna,Billy Currington,57,58,6,57,False
2017-08-02,Most Girls,Hailee Steinfeld,58,66,9,58,False
2017-08-02,Thunder,Imagine Dragons,54,70,12,59,False
2017-08-02,Butterfly Effect,Travis Scott,60,97,8,60,False
2017-08-02,4:44,JAY-Z,35,35,2,61,False
2017-08-02,Loyalty.,Kendrick Lamar Featuring Rihanna,14,74,14,62,False
2017-08-02,Feel It Still,Portugal. The Man,63,80,5,63,False
2017-08-02,No Such Thing As A Broken Heart,Old Dominion,64,73,8,64,False
2017-08-02,What Ifs,Kane Brown Featuring Lauren Alaina,65,85,6,65,False
2017-08-02,Flatliner,Cole Swindell,66,75,13,66,False
2017-08-02,You Look Good,Lady Antebellum,59,87,15,67,False
2017-08-02,No Promises,Cheat Codes Featuring Demi Lovato,68,88,10,68,False
2017-08-02,First Day Out,Tee Grizzley,48,59,16,69,False
2017-08-02,Escapate Conmigo,Wisin Featuring Ozuna,70,72,6,70,False
2017-08-02,Yours If You Want It,Rascal Flatts,71,81,9,71,False
2017-08-02,The Story Of O.J.,JAY-Z,23,23,2,72,False
2017-08-02,Crying In The Club,Camila Cabello,47,71,9,73,False
2017-08-02,Passionfruit,Drake,8,67,18,74,False
2017-08-02,A Lie,French Montana Featuring The Weeknd & Max B,75,0,0,75,True
2017-08-02,Privacy,Chris Brown,62,77,12,76,False
2017-08-02,Love.,Kendrick Lamar Featuring Zacari,18,82,14,77,False
2017-08-02,Down,Fifth Harmony Featuring Gucci Mane,42,0,6,78,False
2017-08-02,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,29,65,18,79,False
2017-08-02,"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,46,69,17,80,False
2017-08-02,Heartache On The Dance Floor,Jon Pardi,81,96,3,81,False
2017-08-02,Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy,82,98,4,82,False
2017-08-02,4 AM,2 Chainz Featuring Travis Scott,55,76,7,83,False
2017-08-02,Somebody Else Will,Justin Moore,83,93,7,84,False
2017-08-02,Every Time I Hear That Song,Blake Shelton,56,79,11,85,False
2017-08-02,Jerika,Jake Paul & Erika Costell Featuring Uncle Kade,86,0,0,86,True
2017-08-02,The Cure,Lady Gaga,39,84,14,87,False
2017-08-02,Signs,Drake,36,83,4,88,False
2017-08-02,Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign,82,0,2,89,False
2017-08-02,Reminder,The Weeknd,31,99,11,90,False
2017-08-02,Young Dumb & Broke,Khalid,91,0,0,91,True
2017-08-02,El Amante,Nicky Jam,92,0,11,92,False
2017-08-02,Weak,AJR,73,95,11,93,False
2017-08-02,It Ain't My Fault,Brothers Osborne,94,0,5,94,False
2017-08-02,Subeme La Radio,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",81,0,7,95,False
2017-08-02,Woman,Kesha Featuring The Dap-Kings Horns,96,0,0,96,True
2017-08-02,Rollin,Calvin Harris Featuring Future & Khalid,62,0,4,97,False
2017-08-02,Element.,Kendrick Lamar,16,100,11,98,False
2017-08-02,Glorious,Macklemore Featuring Skylar Grey,89,89,2,99,False
2017-08-09,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1,1,28,1,False
2017-08-09,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,2,2,6,2,False
2017-08-09,That's What I Like,Bruno Mars,1,3,28,3,False
2017-08-09,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",1,4,13,4,False
2017-08-09,Believer,Imagine Dragons,5,7,25,5,False
2017-08-09,Unforgettable,French Montana Featuring Swae Lee,5,5,16,6,False
2017-08-09,Shape Of You,Ed Sheeran,1,6,29,7,False
2017-08-09,There's Nothing Holdin' Me Back,Shawn Mendes,8,8,14,8,False
2017-08-09,Attention,Charlie Puth,9,10,14,9,False
2017-08-09,Body Like A Back Road,Sam Hunt,6,9,26,10,False
2017-08-09,Congratulations,Post Malone Featuring Quavo,8,12,31,11,False
2017-08-09,Humble.,Kendrick Lamar,1,11,17,12,False
2017-08-09,Redbone,Childish Gambino,13,13,34,13,False
2017-08-09,Stay,Zedd & Alessia Cara,7,14,22,14,False
2017-08-09,Something Just Like This,The Chainsmokers & Coldplay,3,15,23,15,False
2017-08-09,Strip That Down,Liam Payne Featuring Quavo,16,25,10,16,False
2017-08-09,XO TOUR Llif3,Lil Uzi Vert,7,16,18,17,False
2017-08-09,Slow Hands,Niall Horan,18,19,13,18,False
2017-08-09,Now Or Never,Halsey,17,17,16,19,False
2017-08-09,Mask Off,Future,5,18,23,20,False
2017-08-09,Bank Account,21 Savage,21,34,3,21,False
2017-08-09,It Ain't Me,Kygo x Selena Gomez,10,21,24,22,False
2017-08-09,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",23,26,6,23,False
2017-08-09,Say You Won't Let Go,James Arthur,11,20,40,24,False
2017-08-09,Castle On The Hill,Ed Sheeran,6,22,29,25,False
2017-08-09,Sorry Not Sorry,Demi Lovato,23,23,3,26,False
2017-08-09,Location,Khalid,16,24,29,27,False
2017-08-09,Bodak Yellow (Money Moves),Cardi B,28,49,4,28,False
2017-08-09,2U,David Guetta Featuring Justin Bieber,16,32,7,29,False
2017-08-09,Mi Gente,J Balvin & Willy William Featuring Beyonce,30,42,4,30,False
2017-08-09,Slippery,Migos Featuring Gucci Mane,29,35,18,31,False
2017-08-09,Rake It Up,Yo Gotti Featuring Nicki Minaj,32,41,4,32,False
2017-08-09,Magnolia,Playboi Carti,29,29,13,33,False
2017-08-09,Numb,Linkin Park,11,0,33,34,False
2017-08-09,Issues,Julia Michaels,11,28,27,35,False
2017-08-09,Everyday We Lit,YFN Lucci Featuring PnB Rock,33,33,16,36,False
2017-08-09,In The End,Linkin Park,2,0,39,37,False
2017-08-09,Praying,Kesha,25,40,3,38,False
2017-08-09,Closer,The Chainsmokers Featuring Halsey,1,36,52,39,False
2017-08-09,Back To You,Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,40,0,0,40,True
2017-08-09,Fetish,Selena Gomez Featuring Gucci Mane,27,27,3,41,False
2017-08-09,Malibu,Miley Cyrus,10,31,12,42,False
2017-08-09,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,38,38,17,43,False
2017-08-09,In Case You Didn't Know,Brett Young,19,37,25,44,False
2017-08-09,Heavy,Linkin Park Featuring Kiiara,45,0,18,45,False
2017-08-09,Love Galore,SZA Featuring Travis Scott,46,53,7,46,False
2017-08-09,The Fighter,Keith Urban Featuring Carrie Underwood,38,0,23,47,False
2017-08-09,Craving You,Thomas Rhett Featuring Maren Morris,39,44,17,48,False
2017-08-09,Small Town Boy,Dustin Lynch,49,52,8,49,False
2017-08-09,Rolex,Ayo & Teo,20,43,24,50,False
2017-08-09,Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign,51,89,3,51,False
2017-08-09,My Girl,Dylan Scott,39,39,14,52,False
2017-08-09,Versace On The Floor,Bruno Mars,47,47,7,53,False
2017-08-09,Bad Liar,Selena Gomez,20,30,11,54,False
2017-08-09,Feel It Still,Portugal. The Man,55,63,6,55,False
2017-08-09,Felices Los 4,Maluma,48,48,11,56,False
2017-08-09,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,47,55,13,57,False
2017-08-09,Do I Make You Wanna,Billy Currington,57,57,7,58,False
2017-08-09,DNA.,Kendrick Lamar,4,51,15,59,False
2017-08-09,Drinkin' Problem,Midland,54,54,12,60,False
2017-08-09,What's My Name,"China Anne McClain, Thomas Doherty & Dylan Playfair",61,0,0,61,True
2017-08-09,It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",56,56,7,62,False
2017-08-09,What Ifs,Kane Brown Featuring Lauren Alaina,63,65,7,63,False
2017-08-09,Loyalty.,Kendrick Lamar Featuring Rihanna,14,62,15,64,False
2017-08-09,Butterfly Effect,Travis Scott,60,60,9,65,False
2017-08-09,No Such Thing As A Broken Heart,Old Dominion,64,64,9,66,False
2017-08-09,Flatliner,Cole Swindell,66,66,14,67,False
2017-08-09,No Promises,Cheat Codes Featuring Demi Lovato,68,68,11,68,False
2017-08-09,Thunder,Imagine Dragons,54,59,13,69,False
2017-08-09,You Look Good,Lady Antebellum,59,67,16,70,False
2017-08-09,Escapate Conmigo,Wisin Featuring Ozuna,70,70,7,71,False
2017-08-09,Most Girls,Hailee Steinfeld,58,58,10,72,False
2017-08-09,Heartache On The Dance Floor,Jon Pardi,73,81,4,73,False
2017-08-09,Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy,74,82,5,74,False
2017-08-09,Love.,Kendrick Lamar Featuring Zacari,18,77,15,75,False
2017-08-09,Somebody Else Will,Justin Moore,76,84,8,76,False
2017-08-09,Issues,Meek Mill,77,0,0,77,True
2017-08-09,Privacy,Chris Brown,62,76,13,78,False
2017-08-09,Wins & Losses,Meek Mill,79,0,0,79,True
2017-08-09,Passionfruit,Drake,8,74,19,80,False
2017-08-09,It's Goin' Down,Descendants 2 Cast,81,0,0,81,True
2017-08-09,Young Dumb & Broke,Khalid,82,91,2,82,False
2017-08-09,1942 Flows,Meek Mill,83,0,0,83,True
2017-08-09,First Day Out,Tee Grizzley,48,69,17,84,False
2017-08-09,Glorious,Macklemore Featuring Skylar Grey,85,99,3,85,False
2017-08-09,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,29,79,19,86,False
2017-08-09,Yours If You Want It,Rascal Flatts,71,71,10,87,False
2017-08-09,4 AM,2 Chainz Featuring Travis Scott,55,83,8,88,False
2017-08-09,"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,46,80,18,89,False
2017-08-09,Down,Fifth Harmony Featuring Gucci Mane,42,78,7,90,False
2017-08-09,Imitadora,Romeo Santos,91,0,0,91,True
2017-08-09,Subeme La Radio,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",81,95,8,92,False
2017-08-09,It Ain't My Fault,Brothers Osborne,93,94,6,93,False
2017-08-09,El Amante,Nicky Jam,92,92,12,94,False
2017-08-09,The Story Of O.J.,JAY-Z,23,72,3,95,False
2017-08-09,We Ball,Meek Mill Featuring Young Thug,96,0,0,96,True
2017-08-09,F**k That Check Up,Meek Mill Featuring Lil Uzi Vert,97,0,0,97,True
2017-08-09,Signs,Drake,36,88,5,98,False
2017-08-09,Heavy Heart,Meek Mill,99,0,0,99,True
2017-08-16,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1,1,29,1,False
2017-08-16,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,2,2,7,2,False
2017-08-16,Unforgettable,French Montana Featuring Swae Lee,3,6,17,3,False
2017-08-16,That's What I Like,Bruno Mars,1,3,29,4,False
2017-08-16,Believer,Imagine Dragons,5,5,26,5,False
2017-08-16,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",1,4,14,6,False
2017-08-16,Attention,Charlie Puth,7,9,15,7,False
2017-08-16,There's Nothing Holdin' Me Back,Shawn Mendes,8,8,15,8,False
2017-08-16,Shape Of You,Ed Sheeran,1,7,30,9,False
2017-08-16,Body Like A Back Road,Sam Hunt,6,10,27,10,False
2017-08-16,Congratulations,Post Malone Featuring Quavo,8,11,32,11,False
2017-08-16,Redbone,Childish Gambino,12,13,35,12,False
2017-08-16,Humble.,Kendrick Lamar,1,12,18,13,False
2017-08-16,Bodak Yellow (Money Moves),Cardi B,14,28,5,14,False
2017-08-16,Slow Hands,Niall Horan,15,18,14,15,False
2017-08-16,Strip That Down,Liam Payne Featuring Quavo,16,16,11,16,False
2017-08-16,Something Just Like This,The Chainsmokers & Coldplay,3,15,24,17,False
2017-08-16,Bank Account,21 Savage,18,21,4,18,False
2017-08-16,Stay,Zedd & Alessia Cara,7,14,23,19,False
2017-08-16,XO TOUR Llif3,Lil Uzi Vert,7,17,19,20,False
2017-08-16,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",21,23,7,21,False
2017-08-16,Now Or Never,Halsey,17,19,17,22,False
2017-08-16,Mask Off,Future,5,20,24,23,False
2017-08-16,It Ain't Me,Kygo x Selena Gomez,10,22,25,24,False
2017-08-16,Say You Won't Let Go,James Arthur,11,24,41,25,False
2017-08-16,Rake It Up,Yo Gotti Featuring Nicki Minaj,26,32,5,26,False
2017-08-16,Location,Khalid,16,27,30,27,False
2017-08-16,Mi Gente,J Balvin & Willy William Featuring Beyonce,28,30,5,28,False
2017-08-16,Castle On The Hill,Ed Sheeran,6,25,30,29,False
2017-08-16,Sorry Not Sorry,Demi Lovato,23,26,4,30,False
2017-08-16,Loyalty.,Kendrick Lamar Featuring Rihanna,14,64,16,31,False
2017-08-16,Praying,Kesha,25,38,4,32,False
2017-08-16,Slippery,Migos Featuring Gucci Mane,29,31,19,33,False
2017-08-16,Feel It Still,Portugal. The Man,34,55,7,34,False
2017-08-16,Magnolia,Playboi Carti,29,33,14,35,False
2017-08-16,Everyday We Lit,YFN Lucci Featuring PnB Rock,33,36,17,36,False
2017-08-16,Love Galore,SZA Featuring Travis Scott,37,46,8,37,False
2017-08-16,You Da Baddest,Future Featuring Nicki Minaj,38,0,0,38,True
2017-08-16,Issues,Julia Michaels,11,35,28,39,False
2017-08-16,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,38,43,18,40,False
2017-08-16,Fetish,Selena Gomez Featuring Gucci Mane,27,41,4,41,False
2017-08-16,Small Town Boy,Dustin Lynch,42,49,9,42,False
2017-08-16,In Case You Didn't Know,Brett Young,19,44,26,43,False
2017-08-16,2U,David Guetta Featuring Justin Bieber,16,29,8,44,False
2017-08-16,Craving You,Thomas Rhett Featuring Maren Morris,39,48,18,45,False
2017-08-16,Versace On The Floor,Bruno Mars,46,53,8,46,False
2017-08-16,Do I Make You Wanna,Billy Currington,47,58,8,47,False
2017-08-16,What Ifs,Kane Brown Featuring Lauren Alaina,48,63,8,48,False
2017-08-16,Rolex,Ayo & Teo,20,50,25,49,False
2017-08-16,Drinkin' Problem,Midland,50,60,13,50,False
2017-08-16,No Promises,Cheat Codes Featuring Demi Lovato,51,68,12,51,False
2017-08-16,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,47,57,14,52,False
2017-08-16,It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",53,62,8,53,False
2017-08-16,Thunder,Imagine Dragons,54,69,14,54,False
2017-08-16,Malibu,Miley Cyrus,10,42,13,55,False
2017-08-16,Flatliner,Cole Swindell,56,67,15,56,False
2017-08-16,My Girl,Dylan Scott,39,52,15,57,False
2017-08-16,Felices Los 4,Maluma,48,56,12,58,False
2017-08-16,No Such Thing As A Broken Heart,Old Dominion,59,66,10,59,False
2017-08-16,DNA.,Kendrick Lamar,4,59,16,60,False
2017-08-16,Butterfly Effect,Travis Scott,60,65,10,61,False
2017-08-16,Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign,51,51,4,62,False
2017-08-16,Heartache On The Dance Floor,Jon Pardi,63,73,5,63,False
2017-08-16,Young Dumb & Broke,Khalid,64,82,3,64,False
2017-08-16,Most Girls,Hailee Steinfeld,58,72,11,65,False
2017-08-16,Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy,66,74,6,66,False
2017-08-16,Bad Liar,Selena Gomez,20,54,12,67,False
2017-08-16,Unforgettable,Thomas Rhett,68,0,0,68,True
2017-08-16,Somebody Else Will,Justin Moore,69,76,9,69,False
2017-08-16,You Look Good,Lady Antebellum,59,70,17,70,False
2017-08-16,Escapate Conmigo,Wisin Featuring Ozuna,70,71,8,71,False
2017-08-16,Love.,Kendrick Lamar Featuring Zacari,18,75,16,72,False
2017-08-16,Reminder,The Weeknd,31,100,13,73,False
2017-08-16,Back To You,Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,40,40,2,74,False
2017-08-16,Do Re Mi,blackbear,75,0,8,75,False
2017-08-16,Glorious,Macklemore Featuring Skylar Grey,76,85,4,76,False
2017-08-16,It's Goin' Down,Descendants 2 Cast,77,81,2,77,False
2017-08-16,Privacy,Chris Brown,62,78,14,78,False
2017-08-16,First Day Out,Tee Grizzley,48,84,18,79,False
2017-08-16,Down,Fifth Harmony Featuring Gucci Mane,42,90,8,80,False
2017-08-16,Passionfruit,Drake,8,80,20,81,False
2017-08-16,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,29,86,20,82,False
2017-08-16,4 AM,2 Chainz Featuring Travis Scott,55,88,9,83,False
2017-08-16,What's My Name,"China Anne McClain, Thomas Doherty & Dylan Playfair",61,61,2,84,False
2017-08-16,When It Rains It Pours,Luke Combs,85,0,0,85,True
2017-08-16,It Ain't My Fault,Brothers Osborne,86,93,7,86,False
2017-08-16,They Don't Know,Jason Aldean,87,0,0,87,True
2017-08-16,Honest,The Chainsmokers,88,0,0,88,True
2017-08-16,The Weekend,SZA,89,0,0,89,True
2017-08-16,New Rules,Dua Lipa,90,0,0,90,True
2017-08-16,Subeme La Radio,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",81,92,9,91,False
2017-08-16,El Amante,Nicky Jam,92,94,13,92,False
2017-08-16,Wish I Knew You,The Revivalists,93,0,0,93,True
2017-08-16,Every Little Thing,Carly Pearce,94,0,0,94,True
2017-08-16,"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,46,89,19,95,False
2017-08-16,Heavy,Linkin Park Featuring Kiiara,45,45,19,96,False
2017-08-16,Learn To Let Go,Kesha,97,0,0,97,True
2017-08-16,All The Pretty Girls,Kenny Chesney,98,0,0,98,True
2017-08-16,For Her,Chris Lane,99,0,0,99,True
2017-08-23,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1,1,30,1,False
2017-08-23,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,2,2,8,2,False
2017-08-23,Unforgettable,French Montana Featuring Swae Lee,3,3,18,3,False
2017-08-23,Believer,Imagine Dragons,4,5,27,4,False
2017-08-23,Attention,Charlie Puth,5,7,16,5,False
2017-08-23,There's Nothing Holdin' Me Back,Shawn Mendes,6,8,16,6,False
2017-08-23,That's What I Like,Bruno Mars,1,4,30,7,False
2017-08-23,Bodak Yellow (Money Moves),Cardi B,8,14,6,8,False
2017-08-23,Shape Of You,Ed Sheeran,1,9,31,9,False
2017-08-23,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",1,6,15,10,False
2017-08-23,Body Like A Back Road,Sam Hunt,6,10,28,11,False
